title,venue,year,author,comment,url,code
Decentralized Personalized Federated Learning based on a Conditional Sparse-to-Sparser Scheme,arXiv,2404,"Qianyu Long, Qiyuan Wang, Christos Anagnostopoulos, Daning Bi","15 pages, 9 figures, 3 pages theory",https://arxiv.org/abs/2404.15943,https://github.com/EricLoong/da-dpfl
Defending against Data Poisoning Attacks in Federated Learning via User Elimination,arXiv,2404,Nick Galanis,To be submitted in AISEC 2024,https://arxiv.org/abs/2404.12778,
"Differentially Private Federated Learning: Servers Trustworthiness, Estimation, and Statistical Inference",arXiv,2404,"Zhe Zhang, Ryumei Nakada, Linjun Zhang","56 pages, 3 figures",https://arxiv.org/abs/2404.16287,
Distributed Federated Learning-Based Deep Learning Model for Privacy MRI Brain Tumor Detection,arXiv,2404,"Lisang Zhou, Meng Wang, Ning Zhou",,https://arxiv.org/abs/2404.10026,
Dual Model Replacement:invisible Multi-target Backdoor Attack based on Federal Learning,arXiv,2404,"Rong Wang, Guichen Zhou, Mingjun Gao, Yunpeng Xiao",,https://arxiv.org/abs/2404.13946,
"Dynamic D2D-Assisted Federated Learning over O-RAN: Performance Analysis, MAC Scheduler, and Asymmetric User Selection",arXiv,2404,"Payam Abdisarabshali, Kwang Taik Kim, Michael Langberg, Weifeng Su, Seyyedali Hosseinalipour","120 pages, 13 figures",https://arxiv.org/abs/2404.06324,
EHRFL: Federated Learning Framework for Heterogeneous EHRs and Precision-guided Selection of Participating Clients,arXiv,2404,"Jiyoun Kim, Junu Kim, Kyunghoon Hur, Edward Choi",,https://arxiv.org/abs/2404.13318,
Employing Layerwised Unsupervised Learning to Lessen Data and Loss Requirements in Forward-Forward Algorithms,arXiv,2404,"Taewook Hwang, Hyein Seo, Sangkeun Jung","8 pages, 6 figures",https://arxiv.org/abs/2404.14664,
Empowering Federated Learning with Implicit Gossiping: Mitigating Connection Unreliability Amidst Unknown and Arbitrary Dynamics,arXiv,2404,"Ming Xiang, Stratis Ioannidis, Edmund Yeh, Carlee Joe-Wong, Lili Su","This is a substantial extension of the conference paper ""Towards Bias Correction of Fedavg over Nonuniform and Time-varying Communications"", which was published in 2023 62nd IEEE Conference on Decision and Control (CDC), DOI: 10.1109/CDC49753.2023.10383258",https://arxiv.org/abs/2404.10091,
Enabling Privacy-Preserving Cyber Threat Detection with Federated Learning,arXiv,2404,"Yu Bi, Yekai Li, Xuan Feng, Xianghang Mi",,https://arxiv.org/abs/2404.05130,
End-to-End Verifiable Decentralized Federated Learning,arXiv,2404,"Chaehyeon Lee, Jonathan Heiss, Stefan Tai, James Won-Ki Hong","9 pages, 5 figures, This article has been accepted for presentation at the IEEE International Conference on Blockchain and Cryptocurrency (ICBC 2024)",https://arxiv.org/abs/2404.12623,
Energy-Efficient Federated Learning in Cooperative Communication within Factory Subnetworks,arXiv,2404,"Hamid Reza Hashempour, Gilberto Berardinelli, Ramoni Adeogun, Shashi Raj Pandey",,https://arxiv.org/abs/2404.18010,
Exploring Lightweight Federated Learning for Distributed Load Forecasting,arXiv,2404,"Abhishek Duttagupta, Jin Zhao, Shanker Shreejith",,https://arxiv.org/abs/2404.03320,
FCNCP: A Coupled Nonnegative CANDECOMP/PARAFAC Decomposition Based on Federated Learning,arXiv,2404,"Yukai Cai, Hang Liu, Xiulin Wang, Hongjin Li, Ziyi Wang, Chuanshuai Yang, Fengyu Cong",,https://arxiv.org/abs/2404.11890,
FEDSTR: Money-In AI-Out | A Decentralized Marketplace for Federated Learning and LLM Training on the NOSTR Protocol,arXiv,2404,"Konstantinos E. Nikolakakis, George Chantzialexiou, Dionysis Kalogerias",19 pages,https://arxiv.org/abs/2404.15834,
"FL-TAC: Enhanced Fine-Tuning in Federated Learning via Low-Rank, Task-Specific Adapter Clustering",arXiv,2404,"Siqi Ping, Yuzhu Mao, Yang Liu, Xiao-Ping Zhang, Wenbo Ding",,https://arxiv.org/abs/2404.15384,
FLARE: A New Federated Learning Framework with Adjustable Learning Rates over Resource-Constrained Wireless Networks,arXiv,2404,"Bingnan Xiao, Jingjing Zhang, Wei Ni, Xin Wang",,https://arxiv.org/abs/2404.14811,
FLEX: FLEXible Federated Learning Framework,arXiv,2404,"Francisco Herrera, Daniel Jiménez-López, Alberto Argente-Garrido, Nuria Rodríguez-Barroso, Cristina Zuheros, Ignacio Aguilera-Martos, Beatriz Bello, Mario García-Márquez, M. Victoria Luzón",Submitted to Information Fusion,https://arxiv.org/abs/2404.06127,
FLoRA: Enhancing Vision-Language Models with Parameter-Efficient Federated Learning,arXiv,2404,"Duy Phuong Nguyen, J. Pablo Munoz, Ali Jannesari","10 pages, 11 figures",https://arxiv.org/abs/2404.15182,
FMDA-OT: Federated Multi-source Domain Adaptation Through Optimal Transport,arXiv,2404,"Omar Ghannou, Younès Bennani",,https://arxiv.org/abs/2404.06599,
Fair Concurrent Training of Multiple Models in Federated Learning,arXiv,2404,"Marie Siew, Haoran Zhang, Jong-Ik Park, Yuezhou Liu, Yichen Ruan, Lili Su, Stratis Ioannidis, Edmund Yeh, Carlee Joe-Wong",,https://arxiv.org/abs/2404.13841,
Fairness Without Demographics in Human-Centered Federated Learning,arXiv,2404,"Shaily Roy, Harshit Sharma, Asif Salekin",,https://arxiv.org/abs/2404.19725,
FeDeRA:Efficient Fine-tuning of Language Models in Federated Learning Leveraging Weight Decomposition,arXiv,2404,"Yuxuan Yan, Shunpu Tang, Zhiguo Shi, Qianqian Yang",,https://arxiv.org/abs/2404.18848,
FedAuxHMTL: Federated Auxiliary Hard-Parameter Sharing Multi-Task Learning for Network Edge Traffic Classification,arXiv,2404,"Faisal Ahmed, Myungjin Lee, Suresh Subramaniam, Motoharu Matsuura, Hiroshi Hasegawa, Shih-Chun Lin",,https://arxiv.org/abs/2404.08028,
FedCCL: Federated Dual-Clustered Feature Contrast Under Domain Heterogeneity,arXiv,2404,"Yu Qiao, Huy Q. Le, Mengchun Zhang, Apurba Adhikary, Chaoning Zhang, Choong Seon Hong",,https://arxiv.org/abs/2404.09259,
FedCRL: Personalized Federated Learning with Contrastive Shared Representations for Label Heterogeneity in Non-IID Data,arXiv,2404,"Chenghao Huang, Xiaolu Chen, Yanru Zhang, Hao Wang",,https://arxiv.org/abs/2404.17916,
FedDistill: Global Model Distillation for Local Model De-Biasing in Non-IID Federated Learning,arXiv,2404,"Changlin Song, Divya Saxena, Jiannong Cao, Yuqing Zhao","13 pages, 9 figures, 5 tables",https://arxiv.org/abs/2404.09210,
FedEval-LLM: Federated Evaluation of Large Language Models on Downstream Tasks with Collective Wisdom,arXiv,2404,"Yuanqin He, Yan Kang, Lixin Fan, Qiang Yang",In Progress,https://arxiv.org/abs/2404.12273,
FedFa: A Fully Asynchronous Training Paradigm for Federated Learning,arXiv,2404,"Haotian Xu, Zhaorui Zhang, Sheng Di, Benben Liu, Khalid Ayed Alharthi, Jiannong Cao",,https://arxiv.org/abs/2404.11015,
FedGreen: Carbon-aware Federated Learning with Model Size Adaptation,arXiv,2404,"Ali Abbasi, Fan Dong, Xin Wang, Henry Leung, Jiayu Zhou, Steve Drew",,https://arxiv.org/abs/2404.15503,
FedMID: A Data-Free Method for Using Intermediate Outputs as a Defense Mechanism Against Poisoning Attacks in Federated Learning,arXiv,2404,"Sungwon Han, Hyeonho Song, Sungwon Park, Meeyoung Cha",,https://arxiv.org/abs/2404.11905,
FedMPQ: Secure and Communication-Efficient Federated Learning with Multi-codebook Product Quantization,arXiv,2404,"Xu Yang, Jiapeng Zhang, Qifeng Zhang, Zhuo Tang",,https://arxiv.org/abs/2404.13575,
FedMeS: Personalized Federated Continual Learning Leveraging Local Memory,arXiv,2404,"Jin Xie, Chenqing Zhu, Songze Li",,https://arxiv.org/abs/2404.12710,
FedP3: Federated Personalized and Privacy-friendly Network Pruning under Model Heterogeneity,arXiv,2404,"Kai Yi, Nidham Gazagnadou, Peter Richtárik, Lingjuan Lyu",,https://arxiv.org/abs/2404.09816,
FedPFT: Federated Proxy Fine-Tuning of Foundation Models,arXiv,2404,"Zhaopeng Peng, Xiaoliang Fan, Yufan Chen, Zheng Wang, Shirui Pan, Chenglu Wen, Ruisheng Zhang, Cheng Wang",Accepted by IJCAI'24,https://arxiv.org/abs/2404.11536,
FedSI: Federated Subnetwork Inference for Efficient Uncertainty Quantification,arXiv,2404,"Hui Chen, Hengyu Liu, Zhangkai Wu, Xuhui Fan, Longbing Cao",,https://arxiv.org/abs/2404.15657,
FedSelect: Personalized Federated Learning with Customized Selection of Parameters for Fine-Tuning,arXiv,2404,"Rishub Tamirisa, Chulin Xie, Wenxuan Bao, Andy Zhou, Ron Arel, Aviv Shamsian",Published in CVPR 2024,https://arxiv.org/abs/2404.02478,https://github.com/lapisrocks/fedselect.
FedStyle: Style-Based Federated Learning Crowdsourcing Framework for Art Commissions,arXiv,2404,"Changjuan Ran, Yeting Guo, Fang Liu, Shenglan Cui, Yunfan Ye",Accepted to ICME 2024,https://arxiv.org/abs/2404.16336,
FedTAD: Topology-aware Data-free Knowledge Distillation for Subgraph Federated Learning,arXiv,2404,"Yinlin Zhu, Xunkai Li, Zhengyu Wu, Di Wu, Miao Hu, Rong-Hua Li",Accepted by IJCAI 2024,https://arxiv.org/abs/2404.14061,
FedTrans: Efficient Federated Learning via Multi-Model Transformation,arXiv,2404,"Yuxuan Zhu, Jiachen Liu, Mosharaf Chowdhury, Fan Lai",,https://arxiv.org/abs/2404.13515,
"Federated Computing -- Survey on Building Blocks, Extensions and Systems",arXiv,2404,"René Schwermer, Ruben Mayer, Hans-Arno Jacobsen",,https://arxiv.org/abs/2404.02779,
Federated Distillation: A Survey,arXiv,2404,"Lin Li, Jianping Gou, Baosheng Yu, Lan Du, Zhang Yiand Dacheng Tao",,https://arxiv.org/abs/2404.08564,
Federated Learning for Blind Image Super-Resolution,arXiv,2404,"Brian B. Moser, Ahmed Anwar, Federico Raue, Stanislav Frolov, Andreas Dengel",,https://arxiv.org/abs/2404.17670,
Federated Learning on Riemannian Manifolds with Differential Privacy,arXiv,2404,"Zhenwei Huang, Wen Huang, Pratik Jawanpuria, Bamdev Mishra",,https://arxiv.org/abs/2404.10029,
Federated Learning with Only Positive Labels by Exploring Label Correlations,arXiv,2404,"Xuming An, Dui Wang, Li Shen, Yong Luo, Han Hu, Bo Du, Yonggang Wen, Dacheng Tao",To be published in IEEE Transactions on Neural Networks and Learning Systems,https://arxiv.org/abs/2404.15598,
Federated Multi-Agent Mapping for Planetary Exploration,arXiv,2404,"Tiberiu-Ioan Szatmari, Abhishek Cauligi","8 pages, 5 figures",https://arxiv.org/abs/2404.02289,
Federated Optimization with Doubly Regularized Drift Correction,arXiv,2404,"Xiaowen Jiang, Anton Rodomanov, Sebastian U. Stich",,https://arxiv.org/abs/2404.08447,
Federated Transfer Component Analysis Towards Effective VNF Profiling,arXiv,2404,"Xunzheng Zhang, Shadi Moazzeni, Juan Marcelo Parra-Ullauri, Reza Nejabati, Dimitra Simeonidou",,https://arxiv.org/abs/2404.17553,
Federated Transfer Learning with Task Personalization for Condition Monitoring in Ultrasonic Metal Welding,arXiv,2404,"Ahmadreza Eslaminia, Yuquan Meng, Klara Nahrstedt, Chenhui Shao","37 pages, 8 figures",https://arxiv.org/abs/2404.13278,
Federated Unlearning for Human Activity Recognition,arXiv,2404,"Kongyang Chen, Dongping zhang, Yaping Chai, Weibin Zhang, Shaowei Wang, Jiaxing Shen",,https://arxiv.org/abs/2404.03659,
Federated learning model for predicting major postoperative complications,arXiv,2404,"Yonggi Park, Yuanfang Ren, Benjamin Shickel, Ziyuan Guan, Ayush Patela, Yingbo Ma, Zhenhong Hu, Tyler J. Loftus, Parisa Rashidi, Tezcan Ozrazgat-Baslanti, Azra Bihorac","57 pages. 2 figures, 3 tables, 2 supplemental figures, 8 supplemental tables",https://arxiv.org/abs/2404.06641,
Fin-Fed-OD: Federated Outlier Detection on Financial Tabular Data,arXiv,2404,"Dayananda Herurkar, Sebastian Palacio, Ahmed Anwar, Joern Hees, Andreas Dengel",,https://arxiv.org/abs/2404.14933,
From Learning to Analytics: Improving Model Efficacy with Goal-Directed Client Selection,arXiv,2404,"Jingwen Tong, Zhenzhen Chen, Liqun Fu, Jun Zhang, Zhu Han",This work was partly presented at IEEE ICC 2022,https://arxiv.org/abs/2404.00371,
From Optimization to Generalization: Fair Federated Learning against Quality Shift via Inter-Client Sharpness Matching,arXiv,2404,"Nannan Wu, Zhuo Kuang, Zengqiang Yan, Li Yu",This paper is accepted at IJCAI'24 (Main Track),https://arxiv.org/abs/2404.17805,https://github.com/wnn2000/FFL4MIA.
Goldfish: An Efficient Federated Unlearning Framework,arXiv,2404,"Houzhe Wang, Xiaojie Zhu, Chi Chen, Paulo Esteves-Veríssimo",,https://arxiv.org/abs/2404.03180,
Hybrid FedGraph: An efficient hybrid federated learning algorithm using graph convolutional neural network,arXiv,2404,"Jaeyeon Jang, Diego Klabjan, Veena Mendiratta, Fanfei Meng",,https://arxiv.org/abs/2404.09443,
Hyperparameter Optimization for SecureBoost via Constrained Multi-Objective Federated Learning,arXiv,2404,"Yan Kang, Ziyao Ren, Lixin Fan, Linghua Yang, Yongxin Tong, Qiang Yang",,https://arxiv.org/abs/2404.04490,
Improved Generalization Bounds for Communication Efficient Federated Learning,arXiv,2404,"Peyman Gholami, Hulya Seferoglu",,https://arxiv.org/abs/2404.11754,
Improving Multi-Center Generalizability of GAN-Based Fat Suppression using Federated Learning,arXiv,2404,"Pranav Kulkarni, Adway Kanhere, Harshita Kukreja, Vivian Zhang, Paul H. Yi, Vishwa S. Parekh","5 pages, 2 figures",https://arxiv.org/abs/2404.07374,
Indoor Location Fingerprinting Privacy: A Comprehensive Survey,arXiv,2404,"Amir Fathalizadeh, Vahideh Moghtadaiee, Mina Alishahi",Submitted to ACM Computing Surveys,https://arxiv.org/abs/2404.07345,
Integration of Federated Learning and Blockchain in Healthcare: A Tutorial,arXiv,2404,"Yahya Shahsavari, Oussama A. Dambri, Yaser Baseri, Abdelhakim Senhaji Hafid, Dimitrios Makrakis",,https://arxiv.org/abs/2404.10092,
Intelligent Agents for Auction-based Federated Learning: A Survey,arXiv,2404,"Xiaoli Tang, Han Yu, Xiaoxiao Li, Sarit Kraus",,https://arxiv.org/abs/2404.13244,
Joint Energy and Latency Optimization in Federated Learning over Cell-Free Massive MIMO Networks,arXiv,2404,"Afsaneh Mahmoudi, Mahmoud Zaher, Emil Björnson",,https://arxiv.org/abs/2404.18287,
KDk: A Defense Mechanism Against Label Inference Attacks in Vertical Federated Learning,arXiv,2404,"Marco Arazzi, Serena Nicolazzo, Antonino Nocera",,https://arxiv.org/abs/2404.12369,
KoReA-SFL: Knowledge Replay-based Split Federated Learning Against Catastrophic Forgetting,arXiv,2404,"Zeke Xia, Ming Hu, Dengke Yan, Ruixuan Liu, Anran Li, Xiaofei Xie, Mingsong Chen",,https://arxiv.org/abs/2404.12846,
Let's Focus: Focused Backdoor Attack against Federated Transfer Learning,arXiv,2404,"Marco Arazzi, Stefanos Koffas, Antonino Nocera, Stjepan Picek",,https://arxiv.org/abs/2404.19420,
Leverage Variational Graph Representation For Model Poisoning on Federated Learning,arXiv,2404,"Kai Li, Xin Yuan, Jingjing Zheng, Wei Ni, Falko Dressler, Abbas Jamalipour","12 pages, 8 figures, 2 tables",https://arxiv.org/abs/2404.15042,
Leveraging Label Information for Stealthy Data Stealing in Vertical Federated Learning,arXiv,2404,"Duanyi Yao, Songze Li, Xueluan Gong, Sizai Hou, Gaoning Pan",,https://arxiv.org/abs/2404.19582,
Lightweight Unsupervised Federated Learning with Pretrained Vision Language Model,arXiv,2404,"Hao Yan, Yuhong Guo",,https://arxiv.org/abs/2404.11046,
Logit Calibration and Feature Contrast for Robust Federated Learning on Non-IID Data,arXiv,2404,"Yu Qiao, Chaoning Zhang, Apurba Adhikary, Choong Seon Hong",,https://arxiv.org/abs/2404.06776,
MAP: Model Aggregation and Personalization in Federated Learning with Incomplete Classes,arXiv,2404,"Xin-Chun Li, Shaoming Song, Yinchuan Li, Bingshuai Li, Yunfeng Shao, Yang Yang, De-Chuan Zhan",Accepted by TKDE (11-Apr-2024),https://arxiv.org/abs/2404.09232,
Machine Learning Techniques for MRI Data Processing at Expanding Scale,arXiv,2404,Taro Langner,Book chapter pre-print,https://arxiv.org/abs/2404.14326,
Making Privacy-preserving Federated Graph Analytics with Strong Guarantees Practical (for Certain Queries),arXiv,2404,"Kunlong Liu, Trinabh Gupta",to be published in SACMAT 2024,https://arxiv.org/abs/2404.01619,
Membership Information Leakage in Federated Contrastive Learning,arXiv,2404,"Kongyang Chen, Wenfeng Wang, Zixin Wang, Wangjun Zhang, Zhipeng Li, Yao Huang",,https://arxiv.org/abs/2404.16850,
Mitigating Heterogeneity in Federated Multimodal Learning with Biomedical Vision-Language Pre-training,arXiv,2404,"Zitao Shuai, Liyue Shen",,https://arxiv.org/abs/2404.03854,
Multi-Task Learning as enabler for General-Purpose AI-native RAN,arXiv,2404,"Hasan Farooq, Julien Forgeat, Shruti Bothe, Kristijonas Cyras, Md Moin",Accepted for 2024 IEEE ICC Workshop on Edge Learning over 5G Mobile Networks and Beyond,https://arxiv.org/abs/2404.15197,
MultiConfederated Learning: Inclusive Non-IID Data handling with Decentralized Federated Learning,arXiv,2404,"Michael Duchesne, Kaiwen Zhang, Chamseddine Talhi",,https://arxiv.org/abs/2404.13421,
On the Efficiency of Privacy Attacks in Federated Learning,arXiv,2404,"Nawrin Tabassum, Ka-Ho Chow, Xuyu Wang, Wenbin Zhang, Yanzhao Wu",To appear on FedVision 2024. EPAFL (https://github.com/mlsysx/EPAFL),https://arxiv.org/abs/2404.09430,GitHub
On the Federated Learning Framework for Cooperative Perception,arXiv,2404,"Zhenrong Zhang, Jianan Liu, Xi Zhou, Tao Huang, Qing-Long Han, Jingxin Liu, Hongbin Liu",,https://arxiv.org/abs/2404.17147,
On the Impact of Data Heterogeneity in Federated Learning Environments with Application to Healthcare Networks,arXiv,2404,"Usevalad Milasheuski. Luca Barbieri, Bernardo Camajori Tedeschini, Monica Nicoli, Stefano Savazzi",,https://arxiv.org/abs/2404.18519,
On the Necessity of Collaboration in Online Model Selection with Decentralized Data,arXiv,2404,"Junfan Li, Zenglin Xu, Zheshun Wu, Irwin King",,https://arxiv.org/abs/2404.09494,
One-Shot Sequential Federated Learning for Non-IID Data by Enhancing Local Model Diversity,arXiv,2404,"Naibo Wang, Yuchen Deng, Wenjie Feng, Shichen Fan, Jianwei Yin, See-Kiong Ng",,https://arxiv.org/abs/2404.12130,
Open-Source AI-based SE Tools: Opportunities and Challenges of Collaborative Software Learning,arXiv,2404,"Zhihao Lin, Wei Ma, Tao Lin, Yaowen Zheng, Jingquan Ge, Jun Wang, Jacques Klein, Tegawende Bissyande, Yang Liu, Li Li",,https://arxiv.org/abs/2404.06201,
Open-Vocabulary Federated Learning with Multimodal Prototyping,arXiv,2404,"Huimin Zeng, Zhenrui Yue, Dong Wang",Accepted at NAACL 2024,https://arxiv.org/abs/2404.01232,
Optimal Batch Allocation for Wireless Federated Learning,arXiv,2404,"Jaeyoung Song, Sang-Woon Jeon",,https://arxiv.org/abs/2404.02395,
PAFedFV: Personalized and Asynchronous Federated Learning for Finger Vein Recognition,arXiv,2404,"Hengyu Mu, Jian Guo, Chong Han, Lijuan Sun",,https://arxiv.org/abs/2404.13237,
Personalized Federated Learning for Spatio-Temporal Forecasting: A Dual Semantic Alignment-Based Contrastive Approach,arXiv,2404,"Qingxiang Liu, Sheng Sun, Yuxuan Liang, Jingjing Xue, Min Liu",,https://arxiv.org/abs/2404.03702,
